#"Step","Potential Energy (kJ/mole)","Kinetic Energy (kJ/mole)","Total Energy (kJ/mole)","Temperature (K)","Density (g/mL)"
100,-245139.10296882968,1909.0830692628224,-243230.01989956686,15.269136798880504,0.9621320880879569
200,-243473.91087837284,3418.1369446888566,-240055.773933684,27.33877925276197,0.9621320880879569
300,-242096.84633513633,4831.468983172104,-237265.37735196424,38.64282389350903,0.9621320880879569
400,-240820.32902159775,6274.176574331039,-234546.1524472667,50.18181867318377,0.9621320880879569
500,-239692.39223102946,7483.839961132588,-232208.55226989687,59.85689045557729,0.9621320880879569
600,-238709.5527528543,8588.248525648494,-230121.3042272058,68.69011815790053,0.9621320880879569
700,-237675.993635186,9585.79930688825,-228090.19432829774,76.66868105430794,0.9621320880879569
800,-236763.5406886139,10451.25939808815,-226312.28129052575,83.59076251805782,0.9621320880879569
900,-235999.27932707872,11234.989675842982,-224764.28965123574,89.85915650108342,0.9621320880879569
1000,-235523.41659475863,12100.987578586763,-223422.42901617187,96.78553946337347,0.9621320880879569
1100,-234959.42133621965,12876.581037363445,-222082.8402988562,102.98885393043382,0.9621320880879569
1200,-234163.75442755315,13160.442423241417,-221003.31200431174,105.25922047585827,0.9621320880879569
1300,-233652.10151810292,13665.433592048357,-219986.66792605456,109.29821666355019,0.9621320880879569
1400,-233352.6040294012,14176.004129220848,-219176.59990018036,113.38183748816681,0.9621320880879569
1500,-232908.28189571807,14634.163603132765,-218274.1182925853,117.04626665602147,0.9621320880879569
1600,-232636.81824946497,15103.624591834436,-217533.19365763053,120.8010870583581,0.9621320880879569
1700,-232163.66893099528,15433.88081757736,-216729.78811341792,123.44252659063466,0.9621320880879569
1800,-231936.63211158197,15748.885891052749,-216187.74622052922,125.96198508706061,0.9621320880879569
1900,-231649.7892198679,16034.854572575656,-215614.93464729225,128.24920610361636,0.9621320880879569
2000,-231511.09088860545,16396.826252362516,-215114.26463624294,131.14431066191116,0.9621320880879569
2100,-231240.14831995452,16427.909282618028,-214812.2390373365,131.39291746626483,0.9621320880879569
2200,-231121.97754786257,16758.665444088285,-214363.31210377428,134.03835556053912,0.9621320880879569
2300,-231123.28813430388,17033.78290770325,-214089.50522660062,136.23878688557312,0.9621320880879569
