#"Step","Potential Energy (kJ/mole)","Kinetic Energy (kJ/mole)","Total Energy (kJ/mole)","Temperature (K)","Density (g/mL)"
100,-398179.6637812136,3300.6879051313244,-394878.97587608226,15.276727359662324,0.9525552254942915
200,-395374.1611429029,6068.987132008959,-389305.17401089397,28.089375436212595,0.9525552254942915
300,-393005.54987276765,8650.740447929638,-384354.809424838,40.03862439607606,0.9525552254942915
400,-390806.7640217976,10848.411440898853,-379958.35258089873,50.21020727540112,0.9525552254942915
500,-388903.9063196876,12966.462686496321,-375937.4436331913,60.01328237452907,0.9525552254942915
600,-387195.5495861494,15026.972860081965,-372168.57672606746,69.55003745359674,0.9525552254942915
700,-385564.9548099437,16744.21546553675,-368820.73934440693,77.49803128032151,0.9525552254942915
800,-384215.50732601667,18359.17120699647,-365856.3361190202,84.97260605664225,0.9525552254942915
900,-382705.0147032165,19602.42797561871,-363102.5867275978,90.72682918775679,0.9525552254942915
1000,-381377.8443507706,20872.99991706322,-360504.84443370736,96.60747640378385,0.9525552254942915
1100,-380489.8719560937,22067.509441054164,-358422.3625150395,102.13608039513989,0.9525552254942915
1200,-379683.34483551467,23215.192181570572,-356468.1526539441,107.44795380643767,0.9525552254942915
1300,-378957.9362275773,24186.551181941206,-354771.3850456361,111.94373984968851,0.9525552254942915
1400,-377988.1726964251,24823.17304330629,-353164.99965311884,114.89024642250192,0.9525552254942915
1500,-377359.1799002127,25485.687459237757,-351873.4924409749,117.95659270998233,0.9525552254942915
1600,-376682.75035520876,26096.33331046751,-350586.4170447412,120.78287330683709,0.9525552254942915
1700,-376568.82963011274,27037.22610718402,-349531.6035229287,125.13765120260922,0.9525552254942915
1800,-375877.2075806041,27186.99475233673,-348690.21282826737,125.83083238931489,0.9525552254942915
1900,-375553.9828664432,27935.18490545964,-347618.7979609836,129.29371567636346,0.9525552254942915
2000,-375108.5919987918,28196.166958340677,-346912.4250404511,130.50163105104352,0.9525552254942915
2100,-375090.2853608667,29088.190392921068,-346002.0949679456,134.63022460492937,0.9525552254942915
2200,-374304.76850364404,28989.9831327633,-345314.78537088074,134.17568737472436,0.9525552254942915
2300,-374642.26353590796,29842.64001609097,-344799.623519817,138.12207888834973,0.9525552254942915
2400,-374491.84760256624,30181.810765521484,-344310.03683704475,139.6918786441422,0.9525552254942915
2500,-374069.466726935,30230.218855414074,-343839.2478715209,139.9159280582481,0.9525552254942915
2600,-373905.5997009282,30391.631595651037,-343513.96810527716,140.6630021518462,0.9525552254942915
2700,-373651.17646756675,30513.80329391884,-343137.3731736479,141.22845510563883,0.9525552254942915
2800,-373751.55410111183,30854.751016283815,-342896.803084828,142.80647930791804,0.9525552254942915
2900,-373919.81621197844,31287.312020618585,-342632.50419135985,144.8085215244423,0.9525552254942915
3000,-373337.27423284156,31218.83626364899,-342118.4379691926,144.49159199337558,0.9525552254942915
3100,-373331.50592359155,31315.815884558717,-342015.69003903284,144.9404472837464,0.9525552254942915
3200,-373444.3413087679,31409.06354308568,-342035.2777656822,145.37202975903247,0.9525552254942915
3300,-373862.97703872295,31887.761790443008,-341975.21524828,147.58761112346784,0.9525552254942915
3400,-373697.53789323056,31976.277033967315,-341721.26085926325,147.99729034227332,0.9525552254942915
3500,-373094.1784230233,31705.296013634652,-341388.88240938867,146.7430962814445,0.9525552254942915
3600,-373332.74868229823,31975.50595240522,-341357.242729893,147.99372150961335,0.9525552254942915
3700,-373132.1066329782,31542.855889107217,-341589.250743871,145.99126709734705,0.9525552254942915
3800,-373397.125766007,32020.808418840985,-341376.317347166,148.20339702221895,0.9525552254942915
3900,-373477.39091018704,32304.463167771115,-341172.9277424159,149.51624949062176,0.9525552254942915
4000,-373546.2051032579,32335.165525621473,-341211.0395776364,149.65835064155144,0.9525552254942915
4100,-373658.9225216792,32455.56932447711,-341203.3531972021,150.21562114426257,0.9525552254942915
4200,-373964.37106531346,32543.299493789862,-341421.0715715236,150.62166676757775,0.9525552254942915
4300,-373949.82001690613,32427.135660057946,-341522.6843568482,150.08402029266662,0.9525552254942915
4400,-374107.70200410346,32478.967007011874,-341628.7349970916,150.32391372665907,0.9525552254942915
4500,-374047.21209521824,32351.53152711253,-341695.6805681057,149.7340981675014,0.9525552254942915
4600,-374067.33798124874,32653.242909381923,-341414.0950718668,151.13052299187538,0.9525552254942915
4700,-374088.3288433724,32505.831988697144,-341582.49685467524,150.44825417099196,0.9525552254942915
4800,-374342.8021855657,32766.796734827774,-341576.0054507379,151.65608944403405,0.9525552254942915
4900,-374195.4771736027,32549.01267107323,-341646.4645025295,150.64810933174132,0.9525552254942915
5000,-374293.2506302898,32572.543253762473,-341720.7073765273,150.75701702210455,0.9525552254942915
5100,-374579.9476950937,32848.59516590422,-341731.3525291895,152.034680927361,0.9525552254942915
5200,-374734.4713705168,32846.58846093128,-341887.88290958555,152.02539320139476,0.9525552254942915
5300,-374548.2761526494,32645.537344431563,-341902.73880821787,151.09485896719863,0.9525552254942915
