#"Step","Potential Energy (kJ/mole)","Kinetic Energy (kJ/mole)","Total Energy (kJ/mole)","Temperature (K)","Density (g/mL)"
200,-239696.35828471836,6916.186925330694,-232780.17135938766,55.31671512349715,0.9621320880879569
400,-234030.458724319,12498.459752897557,-221531.99897142145,99.96458237722818,0.9621320880879569
600,-229319.44137630984,16565.022286399384,-212754.41908991046,132.48956812822445,0.9621320880879569
800,-225647.33187335264,20490.164172252407,-205157.16770110023,163.88345002632775,0.9621320880879569
1000,-222118.27836932335,23243.10965058714,-198875.1687187362,185.90192674184544,0.9621320880879569
1200,-219294.0679279128,25619.19826215798,-193674.86966575484,204.90624490928212,0.9621320880879569
1400,-216690.78685793746,27342.809469569707,-189347.97738836776,218.69194954298135,0.9621320880879569
1600,-214682.1781618828,29003.6074322816,-185678.5707296012,231.97526429038103,0.9621320880879569
1800,-212423.0939852437,30202.419478992466,-182220.67450625123,241.56354540401662,0.9621320880879569
2000,-210974.88432514947,31268.56867970142,-179706.31564544805,250.0907688945734,0.9621320880879569
2200,-209190.2992933048,31887.461615505395,-177302.8376777994,255.040768741516,0.9621320880879569
2400,-208260.7163348198,32592.33932061866,-175668.37701420113,260.6784878534514,0.9621320880879569
2600,-206954.50752640562,33075.710380872435,-173878.7971455332,264.5445631240706,0.9621320880879569
2800,-205442.6329336604,33713.65038946457,-171728.98254419584,269.6469043566256,0.9621320880879569
3000,-204303.89653338958,33605.11073906021,-170698.78579432936,268.7787877215717,0.9621320880879569
3200,-203725.73527164478,34534.07728075283,-169191.65799089195,276.20880343700344,0.9621320880879569
3400,-202306.96341174468,34466.31389516196,-167840.64951658272,275.66682157083886,0.9621320880879569
3600,-202062.90401262883,35377.28948681796,-166685.61452581087,282.95294293108316,0.9621320880879569
3800,-201392.7886474328,35689.609997299965,-165703.17865013285,285.4509298843106,0.9621320880879569
4000,-200714.87175676646,35302.319753076416,-165412.55200369004,282.3533235961753,0.9621320880879569
4200,-200444.92937514838,35512.35472930758,-164932.5746458408,284.0332152867248,0.9621320880879569
4400,-199968.25887787994,36067.9626122731,-163900.29626560683,288.4770516541033,0.9621320880879569
4600,-199904.47358320002,36799.39490957401,-163105.078673626,294.3271584338568,0.9621320880879569
4800,-198933.92503680207,36013.260394566576,-162920.6646422355,288.03953499555087,0.9621320880879569
5000,-198877.01612607203,36657.456191222474,-162219.55993484956,293.19191097267424,0.9621320880879569
5200,-198397.61377039272,36297.57412403761,-162100.03964635512,290.31351945384336,0.9621320880879569
5400,-198372.80376349203,36609.23826250428,-161763.56550098775,292.80625664384445,0.9621320880879569
5600,-198319.0888662194,36889.16972390504,-161429.91914231435,295.04519105547763,0.9621320880879569
5800,-198161.50735857268,36991.58043661021,-161169.92692196247,295.8642875144755,0.9621320880879569
6000,-197242.99515950342,36452.512874221546,-160790.48228528188,291.5527431471946,0.9621320880879569
6200,-197248.45331058465,36548.19238261669,-160700.26092796796,292.3180024101659,0.9621320880879569
6400,-197389.45179330278,36948.907036586665,-160440.54475671612,295.52297916958275,0.9621320880879569
6600,-197295.30639814632,37418.85453894106,-159876.45185920526,299.28169078212267,0.9621320880879569
6800,-197080.4639688991,37059.17957047184,-160021.28439842726,296.40495567032355,0.9621320880879569
7000,-197265.61111516552,37327.29308383691,-159938.3180313286,298.5493683358136,0.9621320880879569
7200,-196904.83026952762,36882.38209296344,-160022.44817656418,294.99090255066795,0.9621320880879569
7400,-196587.8459355411,36768.55730466382,-159819.28863087727,294.0805145787493,0.9621320880879569
7600,-196814.8095416557,37250.834965816175,-159563.97457583953,297.93784467702676,0.9621320880879569
7800,-196847.83853143174,37259.719710577745,-159588.118820854,298.0089062171828,0.9621320880879569
8000,-196193.53685934248,36827.02487952844,-159366.51197981404,294.5481471366408,0.9621320880879569
8200,-196583.5497444952,36969.13045658171,-159614.41928791348,295.6847291591026,0.9621320880879569
8400,-196466.021715316,37067.891906417906,-159398.12980889808,296.4746382585463,0.9621320880879569
8600,-196598.58056245954,37639.19480999024,-158959.3857524693,301.0440057882745,0.9621320880879569
8800,-196216.73047903925,37189.71242001816,-159027.0180590211,297.4489772577341,0.9621320880879569
9000,-196973.27551156376,37861.11440446356,-159112.1611071002,302.8189524634204,0.9621320880879569
9200,-196216.95548688993,36908.735376785975,-159308.22011010395,295.20168012355873,0.9621320880879569
9400,-196435.55178684462,37380.89916433673,-159054.65262250789,298.97811792224184,0.9621320880879569
9600,-196576.10149236023,37095.25439283636,-159480.84709952387,296.6934875873197,0.9621320880879569
9800,-196440.09313627495,37020.66363681934,-159419.4294994556,296.0968993739029,0.9621320880879569
10000,-196863.9520843723,37180.28971314675,-159683.66237122554,297.3736130147885,0.9621320880879569
10200,-196814.0267384993,37278.660713557794,-159535.3660249415,298.1603992403345,0.9621320880879569
10400,-196486.17249929835,37338.55111610354,-159147.6213831948,298.63941179046105,0.9621320880879569
10600,-196447.21758286376,37292.01449026901,-159155.20309259475,298.2672047778557,0.9621320880879569
10800,-196596.20335189905,37842.13365365763,-158754.06969824142,302.66714153111076,0.9621320880879569
11000,-196134.50612232578,37450.90832039155,-158683.59780193423,299.5380618022051,0.9621320880879569
11200,-196005.58789614588,37370.041226585745,-158635.54666956014,298.89127448439314,0.9621320880879569
11400,-196793.8409844702,38228.62068191834,-158565.22030255187,305.75832357578963,0.9621320880879569
11600,-195934.83380076103,36879.98079185217,-159054.85300890886,294.9716965790926,0.9621320880879569
11800,-196568.47646709532,37227.02518066636,-159341.45128642896,297.74741039343905,0.9621320880879569
12000,-196399.06871934328,37304.83397022815,-159094.23474911513,298.3697369286763,0.9621320880879569
12200,-196641.42992796423,37254.118773579714,-159387.31115438452,297.9641090710545,0.9621320880879569
12400,-196587.72638558783,37346.16076822649,-159241.56561736134,298.7002749457254,0.9621320880879569
12600,-197264.98355797073,38016.45106165367,-159248.53249631706,304.0613586775368,0.9621320880879569
12800,-197212.99267003778,37990.11208834243,-159222.88058169535,303.85069556229234,0.9621320880879569
13000,-196712.30641714577,37607.03641980846,-159105.2699973373,300.7867980916461,0.9621320880879569
13200,-196452.41079874337,36944.83817684464,-159507.57262189873,295.4904358104086,0.9621320880879569
13400,-196885.30071190558,37436.01724355947,-159449.2834683461,299.41896070446217,0.9621320880879569
13600,-196814.73349442612,37527.288663499174,-159287.44483092695,300.14896340540565,0.9621320880879569
13800,-196632.85193362413,37309.8470764489,-159323.00485717523,298.4098325148267,0.9621320880879569
14000,-196165.93504564743,37326.18853162392,-158839.7465140235,298.5405339591889,0.9621320880879569
14200,-195920.0398744354,37286.97051786212,-158633.06935657328,298.2268623192532,0.9621320880879569
14400,-196021.72724298295,37231.86433522217,-158789.86290776078,297.7861146877117,0.9621320880879569
14600,-196485.38891016878,36910.90317688091,-159574.48573328787,295.2190185184851,0.9621320880879569
14800,-196349.0019268347,36508.43158249743,-159840.57034433726,291.9999894823742,0.9621320880879569
15000,-196298.1896794932,36772.00079645263,-159526.18888304057,294.1080561499023,0.9621320880879569
15200,-196830.35007558763,37484.43586144567,-159345.91421414196,299.80622017578656,0.9621320880879569
15400,-196712.4146546768,37401.90217048582,-159310.512484191,299.1461031604127,0.9621320880879569
15600,-196055.52884321753,37407.22116573306,-158648.30767748447,299.1886452935291,0.9621320880879569
15800,-195720.2071940871,37221.34162140684,-158498.86557268025,297.7019524218949,0.9621320880879569
16000,-196006.75425412692,37645.97567960457,-158360.77857452235,301.09824021496013,0.9621320880879569
16200,-196595.2214256744,37909.12626929465,-158686.09515637974,303.2029586619345,0.9621320880879569
16400,-195665.53756377194,36719.75169840129,-158945.78586537065,293.6901599155221,0.9621320880879569
