#"Step","Potential Energy (kJ/mole)","Kinetic Energy (kJ/mole)","Total Energy (kJ/mole)","Temperature (K)","Density (g/mL)"
200,-385762.79954083543,11874.039674299362,-373888.7598665361,55.00797408159726,0.9580024802665849
400,-375858.2379363207,21219.32976538583,-354638.9081709349,98.30119940474957,0.9580024802665849
600,-367604.4641424576,28918.01956049539,-338686.4445819622,133.96634288816415,0.9580024802665849
800,-360838.1285283398,35442.025409791386,-325396.1031185484,164.18961605466876,0.9580024802665849
1000,-355126.4745389968,40827.95120452269,-314298.5233344741,189.14059100915216,0.9580024802665849
1200,-349955.50277461484,44148.77319665969,-305806.72957795515,204.52471428005987,0.9580024802665849
1400,-345566.53271870967,47647.09779790405,-297919.4349208056,220.73114059096224,0.9580024802665849
1600,-342284.18174016755,50192.82464076998,-292091.3570993976,232.5245386283878,0.9580024802665849
1800,-338868.443991323,52292.75018357072,-286575.6938077523,242.25270637922392,0.9580024802665849
2000,-335969.960366006,53838.934480804164,-282131.0258852019,249.41559854402618,0.9580024802665849
2200,-333791.2473316649,55943.38456686551,-277847.8627647994,259.1647268074795,0.9580024802665849
2400,-330711.42496294156,56235.56483043579,-274475.86013250577,260.5182884264806,0.9580024802665849
2600,-328683.39175847126,57525.86276137072,-271157.52899710054,266.49575499129526,0.9580024802665849
2800,-326616.6018657973,57879.355629651924,-268737.2462361454,268.1333549210419,0.9580024802665849
3000,-325657.14353031944,59395.946451205644,-266261.1970791138,275.1591516079928,0.9580024802665849
3200,-324675.5371264089,60427.688280051574,-264247.8488463573,279.9388246878206,0.9580024802665849
3400,-323267.849658465,60353.773025842325,-262914.0766326227,279.5964030268439,0.9580024802665849
3600,-321964.5871251696,60357.64889117482,-261606.93823399476,279.61435845781784,0.9580024802665849
3800,-321259.471408288,60808.656621950795,-260450.8147863372,281.7037081859329,0.9580024802665849
4000,-320380.5073894216,61864.45775615028,-258516.0496332713,286.5948390073223,0.9580024802665849
4200,-319361.36376621854,62075.6414990878,-257285.72226713074,287.57317411286397,0.9580024802665849
4400,-318729.1273897132,62019.133739293204,-256709.99365042,287.31139484721797,0.9580024802665849
4600,-318183.94007701706,62624.89195075637,-255559.0481262607,290.1176455344211,0.9580024802665849
4800,-317739.2155392319,63071.5845154007,-254667.6310238312,292.18700471565927,0.9580024802665849
5000,-317533.4925218439,63584.91443470295,-253948.57808714092,294.56506977783056,0.9580024802665849
5200,-316977.491464098,63262.55907732551,-253714.93238677247,293.07171826224965,0.9580024802665849
5400,-316774.0369106354,63580.55061062751,-253193.4863000079,294.5448538169425,0.9580024802665849
5600,-316331.593242283,63638.781025805394,-252692.81221647759,294.8146134991338,0.9580024802665849
5800,-316285.1399836121,63839.52870689146,-252445.61127672065,295.7446022427309,0.9580024802665849
6000,-315480.3912274381,63697.28853037245,-251783.10269706568,295.08565683258075,0.9580024802665849
6200,-315415.5042709997,63955.9014104876,-251459.6028605121,296.2837133488759,0.9580024802665849
6400,-315556.80838094745,64516.432000547415,-251040.37638040003,298.8804414225314,0.9580024802665849
6600,-315108.58056089,64665.52075434406,-250443.05980654596,299.5711137235895,0.9580024802665849
6800,-314659.2464289451,64406.87700681377,-250252.36942213133,298.37291421013265,0.9580024802665849
7000,-314659.51278925594,64157.683005516184,-250501.82978373975,297.21849182814105,0.9580024802665849
7200,-314509.4717993019,64605.292443437385,-249904.17935586453,299.29209853952347,0.9580024802665849
7400,-314355.2478461405,64900.616859532776,-249454.63098660775,300.6602258383904,0.9580024802665849
7600,-314099.01763831545,64174.03514203522,-249924.98249628022,297.2942451460085,0.9580024802665849
7800,-314127.6920349756,64100.66863790888,-250027.02339706675,296.9543656384325,0.9580024802665849
8000,-314125.583192904,64546.06197155453,-249579.52122134948,299.0177059695521,0.9580024802665849
8200,-314235.22941409703,64721.28125886405,-249513.948155233,299.8294312357039,0.9580024802665849
8400,-314027.87339731585,64845.67425529787,-249182.19914201798,300.40569735165553,0.9580024802665849
8600,-313874.57869035844,64874.63391952845,-248999.94477082998,300.53985661868705,0.9580024802665849
8800,-313284.4052482797,64743.93041810556,-248540.47483017412,299.9343562990102,0.9580024802665849
9000,-313747.8835773086,65142.598192388716,-248605.2853849199,301.78123463161353,0.9580024802665849
9200,-314287.9564272119,65180.748492105224,-249107.20793510665,301.95797066716455,0.9580024802665849
9400,-313790.81862980034,64523.66197637271,-249267.15665342764,298.9139351899196,0.9580024802665849
9600,-314277.03020860907,64568.59173844056,-249708.4384701685,299.12207793283716,0.9580024802665849
9800,-313780.00308468845,64199.01961489662,-249580.98346979183,297.4099888417768,0.9580024802665849
10000,-314084.54614592064,64408.35415039072,-249676.19199552992,298.3797572625246,0.9580024802665849
10200,-313700.3269173093,64325.70538756237,-249374.62152974695,297.99687653041974,0.9580024802665849
10400,-314231.4809601465,64802.119956487266,-249429.36100365926,300.20392661433,0.9580024802665849
10600,-313992.4231766993,64384.306698872126,-249608.1164778272,298.2683544353363,0.9580024802665849
10800,-314138.34010481834,64488.473569608526,-249649.86653520982,298.7509204939651,0.9580024802665849
11000,-313913.7283114074,65206.553643408464,-248707.17466799892,302.07751625847095,0.9580024802665849
11200,-313583.0424930686,64892.848764697905,-248690.1937283707,300.62423916737856,0.9580024802665849
11400,-313993.83188674133,65774.48323811521,-248219.34864862612,304.7085211466742,0.9580024802665849
11600,-313443.4409252489,64599.79908189477,-248843.64184335413,299.26664985502805,0.9580024802665849
11800,-314182.25936030876,65359.059054252924,-248823.20030605583,302.7840166506831,0.9580024802665849
12000,-314516.2275980972,65629.87400434061,-248886.35359375656,304.03860078244884,0.9580024802665849
12200,-314037.8342709821,65168.76089416095,-248869.07337682112,301.9024366201926,0.9580024802665849
12400,-314122.4123218572,64391.31772262315,-249731.09459923403,298.30083387985223,0.9580024802665849
12600,-314301.99952963274,64708.59845681209,-249593.40107282065,299.770676568742,0.9580024802665849
12800,-314190.6413637651,64454.773056132486,-249735.86830763263,298.5947986497844,0.9580024802665849
13000,-313987.8519382281,64290.03087647399,-249697.82106175413,297.83160989537805,0.9580024802665849
13200,-314614.776002259,64743.3418514427,-249871.4341508163,299.9316296903223,0.9580024802665849
13400,-314567.9589506546,64553.7917005989,-250014.1672500557,299.0535149062403,0.9580024802665849
13600,-314414.65016239416,65025.17608671903,-249389.47407567513,301.237262039096,0.9580024802665849
13800,-314429.6747360034,64883.16403253807,-249546.51070346532,300.57937343421213,0.9580024802665849
14000,-314721.46649985574,64878.97981770849,-249842.48668214725,300.5599895356224,0.9580024802665849
14200,-315082.6762151597,64752.297634081915,-250330.3785810778,299.9731184736523,0.9580024802665849
14400,-314923.0739178555,64323.8371363373,-250599.2367815182,297.98822162292527,0.9580024802665849
